Số/ký hiệu,Ngày ban hành,Trích yếu,Cơ quan ban hành,Đính kèm
04/TB-UBND,04/01/2022,"TBKL của đồng chí Bùi Văn Thành - PCT UBND TP tại cuộc họp triển khai công tác chỉnh trang đô thị, VSMT, ATGT dịp trước, trong và sau Tết Nguyên đán Nhâm Dần 2022",UBND Thành phố Uông Bí,
07/QĐ- UBND,03/01/2022,Phê duyệt danh sách các trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
08/QĐ- UBND,03/01/2022,"Phê duyệt danh sách ngừng cách ly, điều trị đối với trường hợp nhiệm SARS-CoV2 và tiếp tục thực hiện cách ly tại nhà",UBND Huyện Vân Đồn,
05/QĐ- UBND,02/01/2022,Phê duyệt danh sách các trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
3953/CV-SGD&ĐT,31/12/2021,Phát động triển khai cuộc thi An toàn giao thông cho nụ cười ngày mai dành cho học sinh và giáo viên trung học năm học 2021-2022,Sở Giáo Dục và Đào Tạo,
232/TB-UBND,31/12/2021,"Kết luận của đồng chí Nguyễn Thị Hạnh - PCT UBND tỉnh tại buổi làm việc, kiểm tra công tác phòng, chống dịch bệnh COVID-19 và công tác tiêm chủng vắc xin phòng COVID-19 mũi 3 tại thị xã Đông Triều",UBND tỉnh Quảng Ninh,
9546/UBND-VX5,31/12/2021,Một số giải pháp phòng chống dịch COVID-19 trong dịp Tết dương lịch 2022,UBND tỉnh Quảng Ninh,
4076/UBND- VP,31/12/2021,Về việc tăng cường công tác lãnh đạo chỉ đạo thực hiện nhiệm vụ trong dịp nghỉ tết Dương lịch 2022 và tết nguyên đán Nhâm Dần 2022,UBND Huyện Vân Đồn,
4078/UBND- VP,31/12/2021,Về việc tuyên truyền Chỉ thị số 20-CT/TU ngày 16/12/2020 của Tỉnh ủy Quảng Ninh về việc tổ chức tết Nhâm Dần năm 2022,UBND Huyện Vân Đồn,
572-TB/TU,31/12/2021,"TB ý kiến chỉ đạo của TT Thành ủy, BCĐ phòng chống dịch thành phố về triển khai các biện pháp phòng, chống dịch Covid-19 tại hội nghị ngày 31/12/2021",Thành ủy Uông Bí,
3615/UBND,31/12/2021,"V/v triển khai thực hiện Kế hoạch giám sát chuyên đề về thực hiện chính sách, pháp luật về thực hành tiết kiệm, chống lãng phí giai đoạn 2016-2021",UBND Thành phố Uông Bí,
4858/QĐ-UBND,31/12/2021,"KH triển khai thực hiện Chiến lược quốc gia bảo đảm TTATGT đường bộ, giai đoạn 2021-2030 trên địa bàn tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
3628/UBND,31/12/2021,"Hướng dẫn tuyên truyền kỷ niệm các ngày lễ lớn, sự kiện quan trọng năm 2022",UBND Thành phố Uông Bí,
7061/QĐ- UBND,30/12/2021,Phê duyệt danh sách các trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
512/TB- TTCHPCD,30/12/2021,Lịch trực 24/24 đối với công tác phòng chống dịch Covid-19 trên địa bàn huyện Vân Đồn từ ngày 01/01 đến 07/01/2022,UBND Huyện Vân Đồn,
4720/QĐ-UBND,30/12/2021,"V/v công nhận kết quả trúng đấu giá quyền sử dụng đất để thực hiện dự án: Khu đô thị tại khu 10B, phường Quang Hanh, TP Cẩm Phả",UBND tỉnh Quảng Ninh,
9522/UBND-XD6,30/12/2021,V/v lùi thời gian tổ chức Lễ khánh thánh 02 dự án trọng điểm: Cầu Cửa Lục 1 và Đường bao biển nối thành phố Hạ Long với thành phố Cẩm Phả (giai đoạn 1),UBND tỉnh Quảng Ninh,
3931./CV-SGD&ĐT,30/12/2021,Thông báo kết quả thi chọn học sinh giỏi cấp tỉnh THPT năm 2021,Sở Giáo Dục và Đào Tạo,
918/VP,30/12/2021,"QĐ phân công nhiệm vụ công chức, nhân viên Ban Tiếp công dân tỉnh và các công chức có liên quan thuộc Văn phòng UBND tỉnh",UBND tỉnh Quảng Ninh,
4788/QĐ-UBND,30/12/2021,V/v ban hành Kế hoạch cải cách hành chính tỉnh Quảng Ninh năm 2022,UBND tỉnh Quảng Ninh,
254/KH-UBND,30/12/2021,"KH Thực hiện Chương trình nâng cao chất lượng bảo vệ, chăm sóc sức khỏe người có công với cách mạng, người cao tuổi, trẻ em, người khuyết tật và các đối tượng cần trợ giúp xã hội trên địa bàn tỉnh QN, giai đoạn 2021 - 2025, định hướng đến năm 2030",UBND tỉnh Quảng Ninh,
9539/UBND-XD2,30/12/2021,"V/v triển khai các giải pháp cấp bách tháo gỡ khó khăn trong hoạt động xuất nhập khẩu qua cửa khẩu, lối mở biên giới đường bộ trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
255/KH-UBND,30/12/2021,"KH Triển khai thực hiện Quyết định số 2152/QĐ-TTg ngày 18/12/2020 của Thủ tướng Chính phủ về phê duyệt Đề án kéo dài thời gian thực hiện Đề án ""Tăng cường hợp tác quốc tế hỗ trợ phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số"" đến năm 2025",UBND tỉnh Quảng Ninh,
4782/QĐ-UBND,30/12/2021,"V.v phê duyệt giá đất đối với diện tích 2.931, 76 m2 nằm ngoài diện tích đất Thủ tướng Chính phủ giao, đã được cấp giấy CNQSD đất tại Dự án KĐT mới Hùng Thắng, Tp. Hạ Long",UBND tỉnh Quảng Ninh,
4789/QĐ-UBND,30/12/2021,Đặt tên công trình Cầu bắc qua Vịnh Cửa Lục trên địa bàn thành phố Hạ Long,UBND tỉnh Quảng Ninh,
256/KH-UBND,30/12/2021,Kế hoạch ứng phó với biến chủng mới của vi rút SARS-CoV-2 (chủng Omicron) trên địa bàn tỉnh QN,UBND tỉnh Quảng Ninh,
300/PA-UBND,30/12/2021,"Phương án cách ly, quản lý, điều trị người mắc Covid-19 trên địa bàn thành phố trong tình hình hiện nay",UBND Thành phố Uông Bí,
3922/TB-SGDĐT,29/12/2021,Chương trình công tác tháng 01 năm 2022,Sở Giáo Dục và Đào Tạo,
6966/QĐ- UBND,29/12/2021,"Về việc giao đất cho hộ gia đình ông, bà Lưu Gia Chiến - Ngô Thị Vui trú tại khu 8 Thị trấn Cái Rồg",UBND Huyện Vân Đồn,
6065/QĐ- UBND,29/12/2021,Phê duyệt danh sách các trường hợp ngừng áp dụng biện pháp cách ly tập trung và tiếp tục thực hiện theo dõi sức khỏe tại nhà 7 ngày,UBND Huyện Vân Đồn,
4047/UBND-TCKH,29/12/2021,Về việc báo cáo thực hiện chính sách pháp luật về thực hành tiết kiệm chống lãng phí giai đoạn 2016 - 2021,UBND Huyện Vân Đồn,
9484/UBND-VX5,29/12/2021,V/v khẩn trương tổ chức thực hiện tiêm chủng mũi thứ 3 vắc xin phòng COVID-19,UBND tỉnh Quảng Ninh,
6978/QĐ-UBND,29/12/2021,Thành lập Tổ tham mưu giúp việc Ban Chỉ đạo nông thôn mới thực hiện hoàn thiện hồ sơ huyện đạt chuẩn nông thôn mới,UBND Huyện Vân Đồn,
4702/QĐ-UBND,29/12/2021,V/v thành lập các Đoàn kiểm tra liên ngành về An toàn thực phẩm trong dịp Tết Nguyên đán Nhân Dầm và mùa Lễ hội Xuân 2022,UBND tỉnh Quảng Ninh,
3630/UBND- CTr,29/12/2021,Chương trình công tác năm 2022 của UBND thành phố,UBND Thành phố Uông Bí,
801/TB-UBND,28/12/2021,Thông báo danh sách công dân nhập cảnh hoàn thành cách ly y tế tập trung tại Trung đoàn 244,UBND Thành phố Uông Bí,
6933/QĐ- UBND,28/12/2021,Kiện toán Ban quản lý các cơ sở cách ly y tế tập trung huyện Vân Đồn để phòng chống dịch Covid-19 trên địa bàn huyện Vân Đồn,UBND Huyện Vân Đồn,
6934/QĐ- UBND,28/12/2021,Kiện toán Ban chỉ đạo các cơ sở cách ly y tế tập trung huyện Vân Đồn để phòng chống dịch Covid-19 trên địa bàn huyện Vân Đồn,UBND Huyện Vân Đồn,
3580/UBND,28/12/2021,V/v bổ sung lịch tiêm vắc xin Covid-19 mũi 3 theo Kế hoạch số 292/KH-UBND,UBND Thành phố Uông Bí,
3581/UBND,28/12/2021,V/v xin hỗ trợ đội tiêm phục vụ tiêm mũi 3 trên địa bàn thành phố,UBND Thành phố Uông Bí,
3579/UBND,28/12/2021,V/v xây dựng kế hoạch thực hiện chủ đề công tác năm 2022,UBND Thành phố Uông Bí,
4037/KH- UBND,28/12/2021,Tiêm chủng diện rộng vắc xin phòng Covid-19 mũi 3 cho người dân trên địa bàn huyện Vân Đồn năm 2021 - 2022,UBND Huyện Vân Đồn,
6959/QĐ- UBND,28/12/2021,Phê duyệt danh sách các trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
4036/UBND- NN,28/12/2021,Về việc tổ chức Tết trồng cây đời đời nhớ ơn Bác Hồ nhân dịp xuân Nhâm Dần năm 2022,UBND Huyện Vân Đồn,
6956/QĐ- UBND,28/12/2021,"Kiện toàn Ban chỉ đạo phong trào ""Toàn dân đoàn kết xây dựng đời sống văn hóa"" huyện Vân Đồn",UBND Huyện Vân Đồn,
9440/UBND-QLDD3,28/12/2021,"V/v tăng cường công tác kiểm tra, rà soát quá trình tổ chức đấu giá quyền sử dụng dất của UBND các địa phương",UBND tỉnh Quảng Ninh,
4696/QĐ-UBND,28/12/2021,"V/v tiếp nhận công chức và bổ nhiệm có thời hạn ông Trịnh Văn Mạnh, Giám đốc Bệnh viện Đa khoa tỉnh, Sở Y tế giữ chức vụ Phó Giám đốc Sở Y tế",UBND tỉnh Quảng Ninh,
908/VP-HCTC2,28/12/2021,"V/v triển khai công tác đảm bảo phòng, chống dịch COVID-19 tại trụ sở UBND tỉnh",Văn phòng Ủy ban nhân dân tỉnh,
3997/UBND- KTHT,27/12/2021,Về việc đảm bảo trật tự an toàn giao thông gắn với phòng chống dịch Covid-19 trong dịp tết Dương lịch tết nguyên đán Nhâm Dần và lễ hội xuân 2022,UBND Huyện Vân Đồn,
3536/UBND-TNMT,27/12/2021,Công văn về việc triển khai Luật Bảo vệ Môi trường năm 2020,UBND Huyện Hải Hà,
3565/UBND,27/12/2021,"V/v trưng dụng trường Cao đẳng Công nghiệp và Xây dựng Quảng Ninh làm cơ sở thu dung, cách ly, điều trị F0 thể nhẹ",UBND Thành phố Uông Bí,
3566/UBND-QLĐT,27/12/2021,"V/v thực hiện đấu nối hệ thống điện chiếu sáng khu Hiệp Thanh, phường Phương Nam, TP Uông Bí",UBND Thành phố Uông Bí,
11/CT-UBND,27/12/2021,"V/v tăng cường công tác quản lý, điều hành và bình ổn giá trên địa bàn tỉnh trước, trong và sau Tết Nguyên đán Nhân Dần năm 2022",UBND tỉnh Quảng Ninh,
9386/UBND-TM2,27/12/2021,V/v tiếp tục triển khai các giải pháp tháo gỡ khó khăn cho người dân và doanh nghiệp,UBND tỉnh Quảng Ninh,
9389/UBND-GD,27/12/2021,V/v triển khai thực hiện Chỉ thị số 33/CT-TTg ngày 26/11/2021 của Thủ tướng chính phủ; QĐ số 461-QĐ/TU ngày 14/12/2021 Ban Thường vụ Tỉnh ủy,UBND tỉnh Quảng Ninh,
9403/UBND-PC,27/12/2021,V/v triển khai các giải pháp tăng cường nguồn nước phục vụ công tác chữa cháy trên địa bàn tỉnh,UBND tỉnh Quảng Ninh,
9415/UBND-TM6,27/12/2021,"V/v tăng cường quản lý mua sắm vật tư, trang thiết bị y tế, nâng cao hiệu quả công tác phòng, chống dịch COVID-19",UBND tỉnh Quảng Ninh,
815/BC- UBND,27/12/2021,Kết quả công tác phòng chống thiên tai và tìm kiếm cứu nạn năm 2021 Phương hướng nhiệm vụ năm 2022,UBND Huyện Vân Đồn,
6917/QĐ- UBND,27/12/2021,Phê duyệt danh sách các trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
4019/UBND- CA,27/12/2021,Về việc thực hiện các giải pháp cấp bách để hoàn thành việc làm sạch dữ liệu dân cư và thu nhận CCCD cho toàn bộ công dân đủ điều kiện trước 31/12/2021,UBND Huyện Vân Đồn,
4024/UBND,27/12/2021,Về việc Phòng chống thủ đoạn lừa đảo nhận Quỹ hỗ trợ bảo hiểm thất nghiệp,UBND Huyện Vân Đồn,
4029/UBND-VP,27/12/2021,Về việc tổ chức thực hiện các nhiệm vụ trọng tâm quý I năm 2022,UBND Huyện Vân Đồn,
4005/UBND- TCNV,27/12/2021,Về việc thực hiện Thông báo số 412-TB/TU ngày 03/11/2021 của TT Tỉnh ủy về triển khai thực hiện Nghị quyết số 05-NQ/TU,UBND Huyện Vân Đồn,
4020/UBND- VP,27/12/2021,"Về việc thực hiện quản lý, vận hành các cơ sở cách ly y tế tập trung của huyện",UBND Huyện Vân Đồn,
4001/KH- UBND,27/12/2021,Đón nhận quân nhân hoàn thành nghĩa vị quân sự tai ngũ trở về địa phương năm 2022,UBND Huyện Vân Đồn,
41/TB-TCKH,27/12/2021,Công khai số liệu dự toán ngân sách năm 2022,UBND Huyện Vân Đồn,
9370/UBND-XD2,26/12/2021,"V/v triển khai các giải pháp cấp bách khôi phục hoạt động xuất nhập khẩu, xuất nhập cảnh với Trung Quốc",UBND tỉnh Quảng Ninh,
6891/QĐ- UBND,26/12/2021,Phê duyệt danh sách trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
6885/QĐ- UBND,25/12/2021,Phê duyệt danh sách các trường hợp ngừng áp dụng biện pháp cách ly tập trung và tiếp tục thực hiện theo dõi sức khỏe tại nhà 7 ngày,UBND Huyện Vân Đồn,
6870/QĐ- UBND,24/12/2021,Phê duyệt danh sách các trường hợp áp dụng biện pháp cách ly y tế,UBND Huyện Vân Đồn,
813/BC- UBND,24/12/2021,"Kết quả chấp hành các quy định của pháp luật về phòng cháy, chưa cháy và cứu nạn, cứu hộ trên địa bàn huyện Vân Đồn năm 2021",UBND Huyện Vân Đồn,
3995/UBND- VP,24/12/2021,"Về việc tăng cường kỷ luật, kỷ cương hành chính đạo đức văn hóa công vụ trên địa bàn huyện",UBND Huyện Vân Đồn,
3559/UBND,24/12/2021,V/v vận hành Trạm y tế lưu động tại phường Thanh Sơn,UBND Thành phố Uông Bí,
3544/UBND-YT,23/12/2021,"V/v chuẩn bị các nội dung phục vụ Đoàn kiểm tra UBND tỉnh công tác phòng, chống dịch Covid-19",UBND Thành phố Uông Bí,
3541/UBND,23/12/2021,"Chuẩn bị nội dung tham luận tại hội nghị tổng kết công tác lao động, NCC và xã hội năm 2021, triển khai nhiệm vụ năm 2022",UBND Thành phố Uông Bí,
3539/UBND,23/12/2021,V/v báo cáo công tác thi hành pháp luật về xử lý vi phạm hành chính năm 2021,UBND Thành phố Uông Bí,
248/KH-UBND,23/12/2021,Tiêm chủng diện rộng vắc xin phòng Covid 19 mũi thứ 3 (mũi tăng cường) cho người dân trên địa bàn tỉnh Quảng Ninh năm 2021-2022,UBND tỉnh Quảng Ninh,
228/TB-UBND,23/12/2021,"TB kết luận của đồng chí Bùi Văn Khắng, PCT UBND tỉnh tại buổi kiểm tra thực địa hoạt động xuất nhập cảnh, xuất nhập khẩu khu vực cửa khẩu Quốc tế Móng Cái và họp nghe báo cáo tình hình chính sách liên quan đến xuất nhập cảnh, xuất nhập khẩu phía Trung Quốc và việc bố trí cơ sở vật chất đảm bảo an ninh, an toàn, công tác phòng, chống dịch COVID-19 cho công dân Trung Quốc trong thời gian chờ hoàn thiện thủ tục xuất cảnh về nước của thành phố Móng Cái",UBND tỉnh Quảng Ninh,
229/TB-UBND,23/12/2021,"Ý kiến kết luận đ/c Phạm Văn Thành - Phó chủ tịch UBND tỉnh tại cuộc họp triển khai các mục tiêu, nhiệm vụ cụ thể để tỉnh hoàn thành nhiệm vụ xây dựng nông thôn mới năm 2022",UBND tỉnh Quảng Ninh,
799/TB-UBND,23/12/2021,TBKL của đ/c Phạm Tuấn Đạt - CT UBND thành phố v/v đồng ý chủ trương chỉnh trang đô thị chuẩn bị đón Tết Nguyên đán Nhâm Dần 2022,UBND Thành phố Uông Bí,
3513/UBND-VP,23/12/2021,Công văn về việc triển khai công tác đảm bảo phòng chống dịch tại các cơ quan nhà nước trên địa bàn huyện,UBND Huyện Hải Hà,
3524/UBND,22/12/2021,Thông báo văn bản mới ban hành,UBND Thành phố Uông Bí,
887/VP-DL1,22/12/2021,"V/v triển khai công tác đảm bảo phòng chống dịch đối với các cuộc họp, hội nghị, hội thảo",Văn phòng Ủy ban nhân dân tỉnh,
3844/CV-SGD&ĐT,22/12/2021,"Đôn đốc hoàn thành bồi dưỡng mô đun 4 và triển khai bồi dưỡng mô đun 5, mô đun 9 Chương trình ETEP cho giáo viên, cán bộ quản lý cơ sở giáo dục phổ thông",Sở Giáo Dục và Đào Tạo,
499/TB- BCĐ,22/12/2021,Về việ triệu tập lực lượng xếp khối Đại hội TDTT huyện Vân Đồn lần thứ IX năm 2021,UBND Huyện Vân Đồn,
3526/UBND,22/12/2021,V/v báo cáo cấp độ dịch trên địa bàn thành phố Uông Bí,UBND Thành phố Uông Bí,
794/TB-UBND,22/12/2021,TB danh sách công dân nhập cảnh hoàn thành cách ly y tế tập trung tại Trung đoàn 244,UBND Thành phố Uông Bí,
4570/QĐ-UBND,22/12/2021,"V/v ban hành phương án tổ chức,cách ly, quản lý, điều trị người mắc Covid 19 trên địa bàn tỉnh QN trong tình hình hiện nay",UBND tỉnh Quảng Ninh,
3519/UBND-VHTT,21/12/2021,V/v hỗ trợ chương trình khảo sát và tổ chức Hội thảo Đánh giá chất lượng dịch vụ du lịch MICE Quảng Ninh,UBND Thành phố Uông Bí,
4539/QĐ-UBND,21/12/2021,v/v giao số lượng người làm việc hưởng lương từ ngân sách nhà nước và hợp đồng theo Nghị định số 68/2000/NĐ-CP ngày 17/11/2000 của Chính phủ trong các đơn vị sự nghiệp công lập thuộc tỉnh Quảng Ninh năm 2022,UBND tỉnh Quảng Ninh,
60/2021/QĐ-UBND,21/12/2021,"V/v phân cấp, ủy quyền xây dựng, thẩm định và phê duyệt giá đất cụ thể để bồi thường khi nhà nước thu hồi đất, giao đất ở tái định cư và đấu giá các ô đất nhỏ lẻ, xen kẹp trong khu dân cư trên địa bàn tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
